Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status
MONTEZUMA (HIGH WINDS III),22,11/18/2003,ACTIVE,AMEND 39,Wind Turbine,Storage,,Wind Turbine,Battery,,38,38,,38,,,,Partial Capacity,50,Off-Peak Deliverability,Group D,solano,CA,PGAE,Northern,Birds Landing 230 kV,6/30/2005,4/1/2024,,,Complete,Complete,,Executed,,,38.23592700458376,-122.069842,6,95,2961.9275258202483,0
TULE WIND,32,5/12/2004,ACTIVE,Serial LGIP,Wind Turbine,,,Wind Turbine,,,193.8,,,193.8,,,,Partial Capacity,65.5,Off-Peak Deliverability,,san diego,CA,SDGE,,Boulevard East Substation 138 kV,9/1/2007,12/31/2027,,Waived,Complete,Complete,None,Executed,Boulevard East,,32.89897901180532,-117.1165041,6,73,1227.6864816956736,1
FRESNO COGENERATION EXPANSION PROJECT,61,3/28/2005,ACTIVE,AMEND 39,Steam Turbine,Storage,,Natural Gas,Battery,,73.26999664,18.5,,73.27,,,,,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Helm-Kerman 70 kV Line,5/31/2006,2/28/2023,,,Complete,Complete,,Executed,,,36.76408196833351,-119.7528327,6,19,1366.5621327552624,1
LAKE ELSINORE ADVANCED PUMPED STORAGE PROJECT,72,4/26/2005,ACTIVE,Serial LGIP,Storage,,,Pumped-Storage hydro,,,500,,,500,,,,Full Capacity,,,,riverside,CA,SDGE,,Proposed Lee Lake Substation 500 kV,12/31/2008,12/31/2028,,Waived,Complete,Re-Study,None,Executed,Proposed Lee Lake,,33.81553816391332,-117.0741547,6,65,237.51918067784663,0
BOTTLE ROCK POWER,81,9/13/2005,ACTIVE,Serial LGIP,Steam Turbine,Storage,,Geothermal,Battery,,9.435,47.4465,,52.01,,,,Energy Only,,Off-Peak Deliverability,Group A,lake,CA,PGAE,,Geysers #17-Fulton 230 kV Line,9/1/2006,10/31/2007,,None,Complete,Complete,None,Executed,,,38.967868423729975,-122.7199489,6,33,2842.229252121211,0
WINDSTAR I ALTERNATE,100,4/5/2006,ACTIVE,Serial LGIP,Wind Turbine,Storage,,Wind Turbine,Battery,,120,120,,120,,,,,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Vincent Substation 230kV,12/31/2007,8/1/2025,,Waived,Complete,None,None,Executed,Vincent,Vincent,34.48596597,-118.1184808,6,29,2098.415693858262,0
SANDSTORM WIND POWER,138,10/23/2006,ACTIVE,Serial LGIP,Wind Turbine,Storage,,Wind Turbine,Battery,,60,90,,150,,,,Partial Capacity,30.44,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Devers Substation 220 kV,12/31/2008,10/30/2024,,Waived,Complete,Complete,None,Executed,Devers,Devers,33.93691612,-116.5773269,6,65,769.7441999314055,0
DESERT SUNLIGHT PV I,146,11/16/2006,ACTIVE,Serial LGIP,Photovoltaic,Storage,,Solar,Battery,,250,230,,250,,,,Partial Capacity,65,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 230kV,12/1/2008,3/15/2024,,Required,Complete,Complete,None,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6,65,2684.9897924475376,1
DESERT SUNLIGHT PV II,147,11/16/2006,ACTIVE,Serial LGIP,Photovoltaic,Storage,,Solar,Battery,,300,230,,300,,,,Partial Capacity,65,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 230kV,2/1/2010,3/15/2024,,Required,Complete,Complete,None,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6,65,866.4969412099575,0
MONTEZUMA II,222,5/23/2007,ACTIVE,TC,Wind Turbine,Storage,,Wind Turbine,Battery,,78,54,,78,,,,Partial Capacity,59,Off-Peak Deliverability,Group D,solano,CA,PGAE,Northern,Birds Landing 230 kV,12/31/2010,1/29/2012,,NA,Complete,Complete,NA,Executed,,,38.23349520343351,-122.0484874,6,95,1556.8679085787485,1
AMERICAN KINGS SOLAR,272,11/1/2007,ACTIVE,TC,Photovoltaic,Storage,,Solar,Battery,,123,73.8,,123,,,,Full Capacity,,Off-Peak Deliverability,Group A,kings,CA,PGAE,Fresno,Henrietta 70 kV,6/1/2012,12/1/2020,,NA,Complete,Complete,NA,Executed,,,36.26651652932094,-119.7067657,6,31,1868.0983066095139,0
DRACKER SOLAR,294,1/15/2008,ACTIVE,TC,Photovoltaic,Storage,,Solar,Battery,,485,390.2,,485,,,,Partial Capacity,75.2,Off-Peak Deliverability,,riverside,CA,SCE,None,Colorado River Substation 500kV,6/1/2012,8/31/2023,,NA,Complete,Complete,NA,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6,65,813.7700056883757,1
ALTA VISTA SUNTOWER GENERATING STATION,297,1/18/2008,ACTIVE,TC,Steam Turbine,Storage,,Solar,Battery,,66,66,,66,,,,Partial Capacity,74.818,Off-Peak Deliverability,Group D,los angeles,CA,SCE,Northern,Neenach-Bailey 66kV line,12/1/2009,4/15/2025,,NA,Complete,Complete,NA,Executed,,,34.05271494350265,-118.2435075,6,37,2442.634234780748,0
ALMASOL,365,5/6/2008,ACTIVE,TC,Photovoltaic,Storage,,Solar,Battery,,457,50,,457,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 230kV,12/28/2013,6/1/2025,,NA,Complete,Complete,NA,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6,65,2362.908892344221,0
LOS ESTEROS CRITICAL ENERGY FACILITY EXPANSION,378,5/28/2008,ACTIVE,TC,Combined Cycle,Storage,,Natural Gas,Battery,,120,3,,120,,,,Full Capacity,,Off-Peak Deliverability,,santa clara,CA,PGAE,Northern,Los Esteros 115 kV,6/1/2011,9/1/2023,,NA,Complete,Complete,NA,Executed,,,37.321660854449796,-121.9154856,6,85,2957.2387769787515,0
SLOTH,421,5/30/2008,ACTIVE,TC,Photovoltaic,Storage,,Solar,Battery,,49.5,15,,49.5,,,,Partial Capacity,,Off-Peak Energy Only,,riverside,CA,SCE,Eastern,Red Bluff Substation 220kV,2/1/2012,3/1/2024,,NA,Complete,Complete,NA,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6,65,2989.4768574638942,1
ROSAMOND WEST SOLAR,506,7/30/2009,ACTIVE,C01,Photovoltaic,Storage,,Solar,Battery,,299.6,147.7,,299.6,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,7/31/2015,7/30/2023,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,2232.533122781169,1
CROW CREEK SOLAR 1 (FKA: FRONTIER SOLAR 1) (FKA AS SCATEC WESTSIDE SOLAR RANCH I AND STANISLAUS PV - PHASE 1),539,12/18/2009,ACTIVE,SGIP,Photovoltaic,Storage,,Solar,Battery,,20,20,,20,,,,Energy Only,,Off-Peak Deliverability,,stanislaus,CA,PGAE,None,Salado-Newman #1 60kV Line,10/31/2012,6/30/2016,,None,Facilities Study,SGIA,NA,Executed,,,37.62814565599402,-120.9365854,6,99,221.5916605800604,0
KETTLEMAN SOLAR PROJECT (FKA KETTLEMAN SOLAR FARM),625,5/14/2010,ACTIVE,SGIP,Photovoltaic,Storage,,Solar,Battery,,20,20,,20,,,,Energy Only,,Off-Peak Deliverability,,kings,CA,PGAE,None,Henrietta-Tulare Lake 70 kV,12/31/2011,4/1/2025,,None,Facilities Study,SGIA,NA,Executed,,,36.262241839931605,-119.7178732,6,31,2523.776894693449,0
APPARENT FIRST HYBRID,653F,10/7/2010,ACTIVE,SGIP-TC,Photovoltaic,Storage,,Solar,Battery,,12,12.1,,12,,,,Energy Only,,Off-Peak Energy Only,,yolo,CA,PGAE,Northern,Woodland-Davis 115 kV Line,5/1/2012,5/30/2022,,NA,Complete,Complete,NA,Executed,,,38.58821192314178,-121.7238216,6,113,707.3771750342835,0
EXCELSIOR SOLAR (FKA: BURFORD FIVE POINTS),678,3/31/2011,ACTIVE,C04,Photovoltaic,Storage,,Solar,Battery,,60,60,,60,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Panoche-Schindler #1 and #2 115 kV Line,9/5/2013,12/20/2024,,NA,Complete,Complete,NA,Executed,,,36.724261181269455,-119.7584649,6,19,516.0438231933965,0
COLUMBIA SOLAR ENERGY 2 FKA COLUMBIA SOLAR ENERGY II,687,3/31/2011,ACTIVE,C04,Photovoltaic,Storage,,Solar,Battery,,20,20,,20,,,,Full Capacity,,Off-Peak Deliverability,Group D,contra costa,CA,PGAE,Northern,Pittsburg-Kirker-Columbia Steel 115 kV Line,12/31/2012,6/1/2025,,NA,Complete,Complete,NA,Executed,,,37.94139515971631,-122.0406057,6,13,1873.4985495027313,0
LASSEN LODGE HYDROELECTRIC,720,3/31/2011,ACTIVE,C04,Hydro,,,Water,,,4.5,,,4.5,,,,Energy Only,,,,tehama,CA,PGAE,Northern,Vota-South 60 kV,12/15/2012,10/16/2024,,NA,Complete,Complete,NA,Executed,,,40.10588804847182,-122.1971481,6,103,699.2479968,1
REDWOOD SOLAR FARM,744,3/31/2011,ACTIVE,C04,Photovoltaic,,,Solar,,,90,,,90,,,,Partial Capacity,87,Off-Peak Deliverability,Group D,kern,CA,PGAE,Kern,Lamont 115 KV,7/1/2014,7/1/2024,,NA,Complete,Complete,NA,Executed,,,35.34592642557131,-118.9291859,6,29,316.68185521972686,0
BIG SKY SOLAR,768,3/31/2011,ACTIVE,C04,Photovoltaic,Storage,,Solar,Battery,,320,163.4,,320,,,,Partial Capacity,95,Off-Peak Deliverability,,los angeles,CA,SCE,Northern,Antelope Substation 230kV bus,12/31/2014,1/31/2023,,NA,Complete,Complete,NA,Executed,Antelope,Antelope,35.6579012,-119.9964345,6,37,2208.910292296333,1
WRIGHT SOLAR,779,3/31/2011,ACTIVE,C04,Photovoltaic,Storage,,Solar,Battery,,200,80,,200,,,,Full Capacity,,Off-Peak Deliverability,,merced,CA,PGAE,Fresno,Los Banos-Panoche #1 230kV Line,1/6/2014,11/3/2023,,NA,Complete,Complete,NA,Executed,,,37.29969361,-120.6433202,6,47,1699.0061408473384,0
RUGGED SOLAR FARM,789,3/30/2011,ACTIVE,C04,Photovoltaic,,,Solar,,,71.88,,,71.88,,,,Energy Only,,Off-Peak Deliverability,Group B,san diego,CA,SDGE,,Boulevard East Substation 69 kV,7/31/2015,4/1/2025,,NA,Complete,Complete,NA,Executed,Boulevard East,,32.90340766625583,-117.1088145,6,73,1171.164617635924,0
STAGE COACH SOLAR,897,4/2/2012,ACTIVE,C05,Photovoltaic,Storage,,Solar,Battery,,200,50,,200,,,,Energy Only,,Off-Peak Deliverability,,san bernardino,CA,SCE,NOL,Calcite Substation 220kV bus,12/1/2016,8/1/2026,,NA,Complete,Complete,NA,Executed,Calcite,,34.179583447632844,-117.3553844,6,71,2437.864753455643,1
NORTHERN ORCHARD SOLAR,946,4/23/2013,ACTIVE,C06,Photovoltaic,Storage,,Solar,Battery,,100,92,,100,,,,Partial Capacity,60,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Midway-Wheeler Ridge #2 230 kV Line,12/1/2015,3/31/2024,,NA,Complete,Complete,NA,Executed,,,35.358765333306025,-118.9518131,6,29,1025.2096601370886,0
LASSEN LODGE HYDROELECTRIC 2,1002,5/1/2013,ACTIVE,C06,Hydro,,,Water,,,0.5,,,0.5,,,,Energy Only,,,,tehama,CA,PGAE,Northern,Volta-South 60 kV Line,11/15/2015,10/16/2024,,NA,Complete,Complete,NA,Executed,,,40.126748712836545,-122.2245079,6,103,2178.3660672333885,0
CHULA VISTA ENERGY CENTER 2,1045,4/30/2014,ACTIVE,C07,Storage,,,Battery,,,50,,,50,,,,Energy Only,,,Group D,san diego,CA,SDGE,,Otay Substation 69 kV,11/1/2019,6/1/2025,,NA,Complete,Complete,NA,Executed,Otay,Otay,32.59534999,-117.057828,6,73,1302.6945860040985,0
NORTH JOHNSON ENERGY CENTER,1047,4/30/2014,ACTIVE,C07,Storage,,,Battery,,,50,,,50,,,,Energy Only,,,Group D,san diego,CA,SDGE,,El Cajon Substation 69 kV,11/1/2019,6/1/2025,,NA,Complete,Complete,NA,Executed,El Cajon,El Cajon,32.79545548,-116.9722854,6,73,1588.8193056466935,1
ESCONDIDO ENERGY CENTER 2,1048,4/30/2014,ACTIVE,C07,Storage,,,Battery,,,50,,,50,,,,Energy Only,,,Group D,san diego,CA,SDGE,,Escondido Substation 69 kV,11/1/2019,7/17/2025,,NA,Complete,Complete,NA,Executed,Escondido,Escondido,33.12588885,-117.1167032,6,73,508.5672447779379,1
GASKELL WEST,1074,4/30/2014,ACTIVE,C07,Photovoltaic,Storage,,Solar,Battery,,125,61.62,,128.07,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 220 kV,6/30/2016,12/2/2026,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,2579.5793437520524,0
WILLOW SPRINGS SOLAR 3,1076,4/30/2014,ACTIVE,C07,Storage,,,Battery,,,50,,,50,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230 kV,6/30/2017,4/30/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,1371.764135492968,0
ALTAMONT MIDWAY LTD,1096,2/24/2015,ACTIVE,FT,Wind Turbine,,,Wind Turbine,,,5,,,5,,,,Energy Only,,Off-Peak Deliverability,,alameda,CA,PGAE,Northern,Altamont Midway 230 kV,8/31/2015,12/31/2023,,None,NA,NA,NA,Executed,,,37.68370818087557,-122.1207011,6,1,2932.4958978051077,1
BEAR CANYON ENERGY STORAGE,1097,4/29/2015,ACTIVE,C08,Storage,,,Battery,,,13.25,,,13,,,,Full Capacity,,,,lake,CA,PGAE,Northern,Geysers #12-Fulton 230 kV Line,1/1/2018,3/15/2024,,NA,Complete,Complete,NA,Executed,,,38.994183421419194,-122.7505593,6,33,1081.4330455515887,1
FOUNTAIN WIND,1106,4/30/2015,ACTIVE,C08,Wind Turbine,,,Wind Turbine,,,206,,,200,,,,Full Capacity,,Off-Peak Deliverability,,shasta,CA,PGAE,Northern,Pit 1-Cottonwood 230 kV Line,10/15/2020,9/15/2027,,NA,Complete,Complete,NA,Executed,,,40.59758801544306,-122.2762999,6,89,2447.478219421615,1
NORTH CENTRAL VALLEY,1109,4/30/2015,ACTIVE,C08,Storage,,,Battery,,,150,,,132,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Belotta 115 kV,6/1/2021,5/17/2023,,NA,Complete,Complete,NA,Executed,,,37.93880932669353,-121.3177966,6,77,2896.9195717261096,0
ULTRAPOWER CHINESE STATION BESS,1116,4/30/2015,ACTIVE,C08,Storage,,,Battery,,,10,,,10,,,,Full Capacity,,,,tuolumne,CA,PGAE,Northern,Melones-Curtis 115 kV Line,3/31/2017,12/30/2023,,NA,Complete,Complete,NA,Executed,,,37.984049241829176,-120.3464823,6,109,1413.8854843960853,0
CHESTNUT WESTSIDE,1120,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,152,135,,150,,,,Full Capacity,,Off-Peak Deliverability,Group A,kings,CA,PGAE,Fresno,Gates 230 kV,4/19/2021,12/18/2023,,NA,Complete,Complete,NA,Executed,,,36.23555542925098,-119.703346,6,31,2644.533432616904,1
LUNA VALLEY SOLAR,1129,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,204,168.5,,200,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Tranquility 230 kV,12/31/2018,7/15/2024,,NA,Complete,Complete,NA,Executed,,,36.72597904691557,-119.771529,6,19,2353.517879866755,1
SCARLET,1135,4/29/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,400,400,,400,,,,Full Capacity,,Off-Peak Deliverability,,fresno,CA,PGAE,Fresno,Tranquility 230 kV,12/31/2018,12/23/2025,,NA,Complete,Complete,NA,Executed,,,36.73243498,-119.7860086,6,19,2410.294393117154,0
WESTLANDS ALMOND,1136,4/30/2015,ACTIVE,C08,Photovoltaic,,,Solar,,,19.88,,,19.88,,,,Energy Only,,Off-Peak Deliverability,,kings,CA,PGAE,Fresno,Kent 70 kV,11/14/2016,9/14/2023,,NA,Complete,Complete,NA,Executed,,,36.25890424161945,-119.7292312,6,31,1631.443131499215,0
LAKE ALPAUGH BATTERY STORAGE,1143,4/29/2015,ACTIVE,C08,Storage,,,Battery,,,10,,,10,,,,Full Capacity,,,,tulare,CA,PGAE,Kern,Corcoran-Olive 115 kV Line,12/31/2017,9/15/2025,,NA,Complete,Complete,NA,Executed,,,36.26865383707261,-119.2226915,6,107,612.3572599964396,1
BIG ROCK SOLAR FARM,1166,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,200,200,,200,,,,Partial Capacity,87,Off-Peak Deliverability,Group D,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,6/1/2020,4/1/2024,,NA,Complete,Complete,NA,Executed,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6,25,2398.4349008986724,1
FALLBROOK ENERGY STORAGE,1169,4/30/2015,ACTIVE,C08,Storage,,,Battery,,,69.6,,,69.6,,,,Full Capacity,,,,san diego,CA,SDGE,,Avocado Substation 69 kV,2/1/2020,4/25/2023,,NA,Complete,Complete,NA,Executed,Avocado,Avocado,33.38465278,-117.2368917,6,73,1094.2886754012416,0
GATEWAY ENERGY STORAGE,1170,4/30/2015,ACTIVE,C08,Storage,,,Battery,,,250,,,250,,,,Full Capacity,,,,san diego,CA,SDGE,,Otay Mesa Switchyard 230 kV,9/1/2018,11/3/2023,,NA,Complete,Complete,NA,Executed,,,32.89844559165802,-117.0944242,6,73,283.4233647367577,1
LECONTE ENERGY STORAGE,1175,4/29/2015,ACTIVE,C08,Storage,,,Battery,,,125,,,125,,,,Partial Capacity,18,,Group 4a,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,9/1/2018,6/1/2026,,NA,Complete,Complete,NA,Executed,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6,25,2224.100047123985,0
CRIMSON,1192,4/29/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,359.6,365,,350,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Colorado River Substation 230kV,12/31/2020,6/30/2023,,NA,Complete,Complete,NA,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6,65,1048.770903,0
ARLINGTON,1196,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,409.9,296,,400,,,,Partial Capacity,78.6,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Colorado River Substation 230kV,7/1/2021,9/1/2023,,NA,Complete,Complete,NA,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6,65,1418.5229648381987,1
QUARTZITE SOLAR 8,1198,4/28/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,150,75,,150,,,,Full Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Colorado River Substation 220kV,12/1/2020,12/21/2024,,NA,Complete,Complete,NA,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6,65,2424.592001804829,0
VICTORY PASS SOLAR,1200,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,200,50,,200,,,,Partial Capacity,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Red Bluff Substation 230kV,12/31/2018,3/1/2024,,NA,Complete,Complete,NA,Executed,Red Bluff,Red Bluff,40.18238662,-122.2446178,6,65,473.8099862210217,0
ARATINA SOLAR CENTER 1,1204,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,200,200,,200,,,,Partial Capacity,19,Off-Peak Deliverability,Group A,san bernardino,CA,SCE,NOL,Kramer Substation 230kV,6/1/2020,12/27/2023,,NA,Complete,Complete,NA,Executed,Kramer,Kramer,34.98947998,-117.542396,6,71,450.8188410401656,0
SIENNA SOLAR FARM,1207,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,200,200,,200,,,,Partial Capacity,93,Off-Peak Deliverability,Group D,san bernardino,CA,SCE,NOL,Calcite Substation 230kV,6/1/2020,1/28/2027,,NA,Complete,Complete,NA,Executed,Calcite,,34.16749882976468,-117.368888,6,71,2461.0812712598927,0
ANTELOPE SOLAR 2,1208,4/30/2015,ACTIVE,C08,Storage,Photovoltaic,,Battery,Solar,,358.88,423,,650,,,,Full Capacity,,Off-Peak Deliverability,,los angeles,CA,SCE,Northern,Antelope Substation 220kV,12/31/2018,4/1/2025,,NA,Complete,Complete,NA,Executed,Antelope,Antelope,35.6579012,-119.9964345,6,37,1216.2200384127723,0
ROSAMOND SOUTH EAST,1211,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,101.7,94,,101.7,,,,Partial Capacity,51.98,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,6/30/2018,10/30/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,718.2327113883618,1
GOLDEN FIELDS SOLAR,1212,4/30/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,101.7,95,,101.7,,,,Partial Capacity,52.24,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,6/30/2018,10/30/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,1845.1223368209887,1
RABBITBRUSH SOLAR,1215,4/28/2015,ACTIVE,C08,Photovoltaic,Storage,,Solar,Battery,,100,70,,150,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,12/31/2019,3/18/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,889.3324470024664,1
WILLOW SPRINGS SOLAR 4,1217,4/28/2015,ACTIVE,C08,Storage,,,Battery,,,75,,,75,,,,Full Capacity,,Off-Peak Deliverability,,kern,CA,SCE,Northern,Whirlwind Substation 230kV,12/31/2019,4/30/2024,,NA,Complete,Complete,NA,Executed,Whirlwind,Whirlwind,34.85927794,-118.4352172,6,29,1477.2830594506136,1
DAYLIGHT,1223,4/22/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,310.707,300,,300,,,,Energy Only,,Off-Peak Deliverability,,kings,CA,PGAE,Fresno,Mustang 230 kV,12/31/2020,1/19/2028,,NA,Complete,Complete,NA,Executed,,,36.25295333912554,-119.7215626,6,31,2485.0787438358584,1
MEDEIROS SOLAR,1239,5/3/2016,ACTIVE,C09,Photovoltaic,,,Solar,,,28.35,,,26.5,,,,Energy Only,,Off-Peak Deliverability,,merced,CA,PGAE,Fresno,Los Banos-O'Neil PGP 70 kV Line,8/1/2019,12/31/2026,,NA,Complete,Complete,NA,Executed,,,37.29622056948563,-120.6243154,6,47,2736.686072781532,0
PLUOT,1242,5/3/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,254,225,,246.4,,,,Full Capacity,,Off-Peak Deliverability,Group B,kings,CA,PGAE,Fresno,Gates 230 kV,4/5/2023,3/8/2024,,NA,Complete,Complete,NA,Executed,,,36.251207347977974,-119.7113824,6,31,901.5251527675348,1
POMEGRANATE,1243,5/3/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,254,225,,249.7,,,,Full Capacity,,Off-Peak Deliverability,Group A,kings,CA,PGAE,Fresno,Gates 230 kV,4/6/2022,3/8/2024,,NA,Complete,Complete,NA,Executed,,,36.23478448798805,-119.7231875,6,31,2574.6066468322515,0
PROXIMA SOLAR,1244,4/30/2016,ACTIVE,C09,Photovoltaic,Storage,,Solar,Battery,,189.74,162,,300,,,,Partial Capacity,,Off-Peak Deliverability,,stanislaus,CA,PGAE,Fresno,Fink 230 kV,3/10/2020,4/9/2024,,NA,Complete,Complete,NA,Executed,,,37.601492661924084,-120.9473879,6,99,1617.464894843105,0
NORTHERN ORCHARD SOLAR 2,1259,4/27/2016,ACTIVE,C09,Photovoltaic,,,Solar,,,133.6,,,50,,,,Energy Only,,Off-Peak Deliverability,Group B,kern,CA,PGAE,Kern,Midway-Wheeler Ridge #2 230 kV Line,12/16/2020,3/31/2024,,NA,Complete,Complete,NA,In Progress,,,35.347822384026706,-118.9632246,6,29,946.8145462410633,1
NORTHERN ORCHARD SOLAR 3,1260,4/27/2016,ACTIVE,C09,Photovoltaic,,,Solar,,,102,,,100,,,,Energy Only,,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Midway-Wheeler Ridge #2 230 kV Line,10/14/2020,10/1/2027,,NA,Complete,Complete,NA,In Progress,,,35.36935119525668,-118.9618118,6,29,332.8902719059096,0
CORBY,1270,4/27/2016,ACTIVE,C09,Storage,,,Battery,,,313.5,,,300,,,,Full Capacity,,,,solano,CA,PGAE,Northern,Vaca-Dixon 230 kV,12/1/2020,3/29/2024,,NA,Complete,Complete,NA,Executed,,,38.21297347200184,-122.0555947,6,95,2474.9214551379378,0
CASCADE ENERGY STORAGE,1272,5/2/2016,ACTIVE,C09,Storage,,,Battery,,,25.2,,,25,,,,Full Capacity,,,,san joaquin,CA,PGAE,Northern,Weber 60 kV,5/31/2018,12/1/2022,,NA,Complete,Complete,NA,Executed,,,37.93500137238733,-121.3211939,6,77,1025.7023031316044,1
KOLA,1275,4/26/2016,ACTIVE,C09,Storage,,,Battery,,,418,,,418,,,,Full Capacity,,,,alameda,CA,PGAE,Northern,Tesla 230 kV,12/1/2020,4/1/2025,,NA,Complete,Complete,NA,Executed,,,37.693684007583705,-122.0882674,6,1,1031.961638947278,1
MULQUEENEY RANCH WIND,1277,5/2/2016,ACTIVE,C09,Wind Turbine,,,Wind Turbine,,,114,,,20,,,,Full Capacity,,Off-Peak Deliverability,,alameda,CA,PGAE,Northern,Tesla 230 kV,3/1/2020,11/30/2024,,NA,Complete,Complete,NA,Executed,,,37.71970555572824,-122.0890174,6,1,2719.3145959923745,0
MARVEL,1295,4/26/2016,ACTIVE,C09,Storage,,,Battery,,,405.85,,,400,,,,Full Capacity,,,,riverside,CA,SCE,Eastern,Devers Substation 230kV,4/1/2022,9/26/2023,,NA,Complete,Complete,NA,Executed,Devers,Devers,33.93691612,-116.5773269,6,65,638.6513253928326,0
SOL CATCHER BESS,1302,5/3/2016,ACTIVE,C09,Storage,Photovoltaic,,Battery,Solar,,121,213.5,,213.5,,,,Partial Capacity,,Off-Peak Energy Only,,riverside,CA,SCE,Eastern,Red Bluff 220 kV,5/31/2019,3/1/2024,,NA,Complete,Complete,NA,Executed,,,33.80911362392442,-117.0668934,6,65,2065.0498823909757,1
